ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Cluster
459503,Male,Yes,42.0,Yes,Healthcare,6.0,3.0,4.0,Cat_6,2
459505,Female,No,42.0,Yes,Engineer,2.552586938083121,1.0,1.0,Cat_6,2
459507,Male,Yes,67.0,No,Lawyer,2.552586938083121,3.0,2.0,Cat_1,1
459509,Male,No,26.0,Yes,Healthcare,1.0,1.0,1.0,Cat_6,0
459512,Male,Yes,67.0,Yes,Lawyer,1.0,3.0,2.0,Cat_6,1
459515,Male,Yes,55.0,Yes,Engineer,1.0,1.0,1.0,Cat_6,2
459516,Female,,56.0,Yes,Artist,2.552586938083121,2.0,2.0,Cat_6,2
459518,Male,Yes,63.0,,Artist,2.552586938083121,2.0,4.0,Cat_6,1
459535,Male,Yes,46.0,Yes,Artist,8.0,2.0,2.0,Cat_6,2
459536,Male,Yes,32.0,Yes,Healthcare,7.0,1.0,2.0,Cat_6,0
459538,Female,No,49.0,Yes,Homemaker,13.0,1.0,1.0,Cat_6,2
459541,Male,Yes,59.0,Yes,Artist,1.0,3.0,2.0,Cat_6,1
459549,Male,No,22.0,No,Healthcare,8.0,1.0,5.0,Cat_4,0
459555,Female,No,28.0,Yes,Artist,8.0,1.0,1.0,Cat_6,0
459558,Male,No,28.0,Yes,Entertainment,1.0,1.0,3.0,Cat_6,0
459564,Male,Yes,75.0,Yes,Lawyer,2.0,1.0,1.0,Cat_6,1
459566,Female,Yes,37.0,Yes,Artist,13.0,1.0,2.0,Cat_6,2
459567,Male,Yes,50.0,Yes,Doctor,0.0,2.0,2.0,Cat_6,2
459571,Female,Yes,50.0,Yes,Executive,1.0,3.0,4.0,Cat_6,2
459576,Female,Yes,88.0,No,Lawyer,2.552586938083121,1.0,2.8253778838504378,,1
459579,Female,Yes,35.0,Yes,Artist,3.0,2.0,5.0,Cat_4,0
459581,Female,No,35.0,No,Artist,2.552586938083121,1.0,2.8253778838504378,Cat_7,0
459582,Male,Yes,31.0,No,Entertainment,2.552586938083121,2.0,3.0,Cat_6,0
459583,Male,Yes,46.0,Yes,Artist,0.0,1.0,1.0,Cat_6,2
459585,Female,Yes,50.0,Yes,Artist,1.0,2.0,4.0,Cat_6,2
459587,Female,No,33.0,Yes,Artist,7.0,1.0,3.0,Cat_6,0
459588,Male,Yes,49.0,Yes,Artist,0.0,1.0,1.0,Cat_6,2
459591,Male,Yes,52.0,Yes,Artist,1.0,2.0,3.0,Cat_6,2
459592,Male,No,25.0,No,Healthcare,0.0,1.0,3.0,Cat_6,0
459594,Female,Yes,41.0,Yes,Artist,6.0,1.0,1.0,Cat_6,2
459597,Female,Yes,68.0,Yes,Artist,0.0,3.0,2.0,Cat_6,1
459603,Female,Yes,79.0,No,Lawyer,2.0,3.0,2.0,Cat_6,1
459607,Male,Yes,40.0,Yes,Entertainment,5.0,2.0,5.0,Cat_6,2
459608,Female,No,62.0,Yes,Doctor,2.552586938083121,1.0,1.0,Cat_6,1
459612,Male,No,21.0,No,Healthcare,2.552586938083121,1.0,2.0,Cat_6,0
459616,Female,No,20.0,No,Healthcare,2.552586938083121,1.0,4.0,Cat_1,0
459617,Male,No,28.0,Yes,Entertainment,1.0,1.0,5.0,Cat_6,0
459618,Male,Yes,57.0,Yes,Doctor,0.0,2.0,2.0,Cat_4,2
459621,Female,No,25.0,No,Healthcare,8.0,1.0,2.8253778838504378,,0
459625,Female,Yes,63.0,No,Engineer,8.0,1.0,1.0,Cat_6,1
459626,Female,Yes,26.0,No,Entertainment,1.0,1.0,3.0,Cat_6,0
459632,Female,Yes,50.0,No,Marketing,0.0,3.0,3.0,Cat_4,2
459644,Female,No,30.0,No,Marketing,9.0,1.0,4.0,Cat_2,0
459652,Female,No,26.0,No,Engineer,2.552586938083121,1.0,4.0,Cat_4,0
459658,Male,Yes,61.0,Yes,Artist,1.0,2.0,3.0,Cat_6,1
459664,Male,No,42.0,Yes,Artist,3.0,1.0,1.0,Cat_6,2
459665,Male,Yes,88.0,Yes,Artist,4.0,1.0,2.0,Cat_6,1
459672,Male,Yes,45.0,No,Artist,3.0,2.0,3.0,Cat_6,2
459673,Female,Yes,86.0,Yes,Lawyer,1.0,1.0,1.0,Cat_6,1
459678,Male,No,18.0,No,Healthcare,1.0,1.0,5.0,Cat_6,0
459680,Male,No,37.0,Yes,Entertainment,2.552586938083121,1.0,1.0,Cat_6,2
459686,Male,Yes,46.0,Yes,Artist,1.0,1.0,1.0,Cat_6,2
459691,Male,Yes,58.0,No,Artist,2.552586938083121,2.0,2.0,Cat_6,1
459692,Female,Yes,72.0,Yes,Lawyer,8.0,3.0,2.0,Cat_6,1
459693,Female,Yes,50.0,Yes,Artist,0.0,3.0,3.0,,2
459699,Female,,56.0,Yes,Engineer,8.0,2.0,3.0,Cat_6,2
459701,Male,No,46.0,No,Artist,3.0,1.0,3.0,Cat_5,2
459710,Male,Yes,57.0,Yes,Artist,2.552586938083121,1.0,1.0,Cat_6,2
459711,Male,Yes,42.0,No,Executive,9.0,3.0,6.0,Cat_6,2
459712,Male,No,20.0,No,Healthcare,2.552586938083121,1.0,4.0,Cat_6,0
459713,Male,No,19.0,No,Healthcare,2.552586938083121,1.0,3.0,Cat_6,0
459715,Male,No,19.0,No,Healthcare,4.0,1.0,4.0,Cat_6,0
459718,Male,Yes,68.0,Yes,Executive,1.0,1.0,1.0,Cat_6,1
459725,Female,Yes,40.0,Yes,Artist,0.0,1.0,2.0,Cat_6,2
459727,Male,Yes,82.0,No,Lawyer,2.552586938083121,3.0,2.0,Cat_6,1
459740,Female,No,23.0,No,Healthcare,1.0,1.0,3.0,Cat_6,0
459742,Female,Yes,84.0,No,Lawyer,1.0,3.0,2.0,Cat_6,1
459745,Male,Yes,51.0,No,Artist,0.0,1.0,4.0,Cat_1,2
459746,Male,,59.0,Yes,Artist,1.0,2.0,2.0,Cat_6,1
459747,Female,Yes,41.0,Yes,Artist,1.0,2.0,5.0,Cat_6,2
459748,Male,Yes,51.0,No,Executive,1.0,3.0,2.0,Cat_6,2
459755,Female,Yes,62.0,No,Artist,2.552586938083121,2.0,3.0,Cat_6,1
459756,Female,Yes,62.0,No,Lawyer,1.0,3.0,4.0,Cat_4,1
459760,Female,Yes,38.0,Yes,Artist,8.0,1.0,1.0,Cat_6,2
459763,Male,No,18.0,No,Artist,2.552586938083121,1.0,4.0,Cat_4,0
459767,Male,No,22.0,No,Healthcare,3.0,1.0,4.0,Cat_6,0
459771,Female,,30.0,Yes,Doctor,0.0,1.0,3.0,Cat_3,0
459779,Female,Yes,62.0,Yes,Entertainment,1.0,1.0,1.0,Cat_6,1
459780,Female,No,43.0,No,Entertainment,1.0,1.0,3.0,Cat_6,2
459785,Female,No,32.0,Yes,Engineer,2.552586938083121,1.0,1.0,Cat_3,0
459793,Male,Yes,37.0,Yes,Artist,1.0,3.0,2.8253778838504378,Cat_6,2
459795,Male,No,48.0,Yes,Artist,1.0,1.0,1.0,Cat_6,2
459801,Female,No,31.0,Yes,Engineer,4.0,1.0,2.0,Cat_6,0
459804,Male,Yes,46.0,No,Artist,4.0,3.0,4.0,Cat_6,2
459806,Female,Yes,49.0,No,Engineer,1.0,2.0,4.0,Cat_6,2
459808,Male,Yes,43.0,No,Doctor,2.552586938083121,2.0,4.0,Cat_6,2
459815,Male,No,42.0,Yes,Artist,8.0,1.0,1.0,Cat_6,2
459816,Male,Yes,37.0,Yes,Doctor,2.552586938083121,1.0,2.0,Cat_6,2
459819,Male,Yes,72.0,Yes,Entertainment,2.552586938083121,3.0,2.0,Cat_6,1
459821,Male,,71.0,No,Executive,2.552586938083121,3.0,1.0,,1
459822,Female,No,39.0,Yes,Engineer,1.0,1.0,1.0,Cat_4,2
459825,Male,No,20.0,No,Healthcare,0.0,1.0,5.0,Cat_2,0
459827,Female,No,26.0,No,Artist,2.552586938083121,1.0,1.0,Cat_7,0
459832,Male,Yes,72.0,Yes,Executive,1.0,1.0,1.0,Cat_6,1
459845,Male,Yes,70.0,Yes,Healthcare,0.0,1.0,1.0,Cat_4,1
459851,Male,No,45.0,Yes,Artist,2.0,1.0,1.0,Cat_6,2
459853,Male,No,33.0,No,Executive,7.0,1.0,5.0,Cat_6,0
459856,Male,Yes,50.0,No,Entertainment,0.0,2.0,3.0,Cat_6,2
459857,Male,No,31.0,Yes,Entertainment,6.0,1.0,1.0,Cat_6,0
459861,Female,Yes,74.0,No,Lawyer,1.0,3.0,2.0,Cat_6,1
459864,Female,Yes,68.0,No,Artist,2.552586938083121,3.0,2.0,Cat_6,1
459866,Female,No,49.0,Yes,Artist,2.552586938083121,1.0,1.0,Cat_6,2
459867,Male,Yes,49.0,Yes,Marketing,0.0,3.0,2.0,Cat_6,2
459869,Female,No,18.0,No,Healthcare,1.0,1.0,3.0,Cat_6,0
459871,Female,Yes,85.0,No,Entertainment,2.0,2.0,2.0,Cat_6,1
459885,Female,No,38.0,Yes,Entertainment,2.552586938083121,1.0,4.0,Cat_6,2
459886,Male,Yes,28.0,No,Artist,0.0,1.0,4.0,Cat_6,0
459887,Male,Yes,46.0,No,Artist,3.0,2.0,2.0,,2
459889,Male,Yes,59.0,Yes,Homemaker,9.0,2.0,3.0,Cat_6,1
459897,Female,Yes,56.0,Yes,Artist,0.0,1.0,2.0,Cat_6,2
459909,Male,Yes,69.0,Yes,Artist,0.0,1.0,1.0,Cat_6,1
459910,Male,Yes,66.0,Yes,Artist,0.0,1.0,2.0,Cat_6,1
459911,Male,No,18.0,No,Healthcare,4.0,1.0,6.0,Cat_2,0
459914,Male,No,36.0,Yes,Artist,4.0,1.0,1.0,Cat_4,2
459923,Male,No,31.0,Yes,Marketing,1.0,1.0,2.0,Cat_3,0
459925,Male,Yes,67.0,No,Executive,1.0,3.0,2.0,Cat_4,1
459937,Female,No,39.0,Yes,Artist,7.0,1.0,1.0,Cat_6,2
459943,Male,No,42.0,Yes,Entertainment,4.0,1.0,3.0,Cat_6,2
459945,Male,Yes,50.0,Yes,Artist,0.0,1.0,2.0,Cat_6,2
459946,Female,Yes,37.0,Yes,Artist,0.0,2.0,2.0,Cat_6,2
459949,Female,No,59.0,Yes,Artist,0.0,1.0,1.0,Cat_6,1
459953,Male,Yes,50.0,Yes,Artist,8.0,1.0,2.0,Cat_6,2
459961,Male,Yes,48.0,Yes,Artist,8.0,1.0,3.0,Cat_2,2
459962,Male,Yes,55.0,Yes,Artist,9.0,1.0,1.0,Cat_6,2
459966,Female,No,33.0,Yes,Doctor,1.0,1.0,3.0,Cat_6,0
459968,Male,No,38.0,Yes,Artist,13.0,1.0,1.0,Cat_7,2
459970,Male,No,43.0,Yes,Artist,0.0,1.0,2.0,Cat_6,2
459973,Female,No,53.0,Yes,Artist,0.0,1.0,2.0,Cat_6,2
459974,Male,No,37.0,Yes,Entertainment,0.0,1.0,1.0,Cat_6,2
459975,Female,No,36.0,Yes,Artist,5.0,1.0,1.0,Cat_6,2
459981,Male,No,36.0,Yes,Artist,5.0,1.0,1.0,Cat_6,2
459986,Male,Yes,62.0,Yes,Artist,1.0,1.0,1.0,Cat_6,1
459995,Female,No,38.0,No,Artist,2.0,1.0,2.0,Cat_6,2
459996,Male,No,55.0,Yes,Entertainment,1.0,1.0,1.0,Cat_6,2
459998,Male,Yes,60.0,No,Entertainment,1.0,2.0,2.0,Cat_6,1
460004,Female,Yes,36.0,Yes,Entertainment,7.0,2.0,2.0,Cat_5,2
460006,Male,No,30.0,No,Entertainment,5.0,1.0,9.0,Cat_3,0
460014,Female,No,66.0,No,Entertainment,4.0,1.0,3.0,Cat_6,1
460023,Male,Yes,45.0,Yes,Entertainment,1.0,1.0,1.0,Cat_6,2
460027,Female,No,40.0,Yes,Entertainment,6.0,1.0,2.8253778838504378,Cat_6,2
460033,Female,,45.0,Yes,Entertainment,5.0,1.0,3.0,Cat_6,2
460036,Male,Yes,41.0,Yes,Artist,2.0,1.0,1.0,Cat_6,2
460040,Female,Yes,62.0,Yes,Homemaker,4.0,1.0,1.0,Cat_5,1
460045,Male,Yes,61.0,Yes,Artist,1.0,1.0,2.0,Cat_6,1
460046,Female,Yes,50.0,Yes,Artist,4.0,1.0,2.0,Cat_6,2
460050,Male,Yes,53.0,Yes,Entertainment,3.0,1.0,2.0,Cat_6,2
460051,Male,No,39.0,Yes,Artist,7.0,1.0,1.0,Cat_6,2
460052,Female,No,86.0,Yes,Lawyer,0.0,1.0,1.0,Cat_3,1
460058,Male,Yes,50.0,Yes,Artist,1.0,1.0,1.0,Cat_4,2
460059,Female,No,46.0,No,Entertainment,4.0,1.0,2.8253778838504378,Cat_4,2
460061,Male,No,52.0,Yes,Marketing,0.0,1.0,1.0,Cat_3,2
460066,Female,No,45.0,No,Marketing,0.0,1.0,1.0,Cat_6,2
460068,Female,No,37.0,Yes,Artist,9.0,1.0,1.0,Cat_6,2
460073,Female,Yes,36.0,Yes,Engineer,3.0,1.0,1.0,Cat_6,2
460075,Female,No,25.0,Yes,Artist,2.552586938083121,1.0,1.0,Cat_6,0
460079,Female,No,40.0,No,Doctor,1.0,1.0,1.0,Cat_6,2
